"campaignid","sample","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number"
"2020-10_south-west_stereo-BRUVs","FH17","FH","MBH",-33.83368897,114.8763721,20201012,"15:35:00","South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH18","FH","MBH",-33.79118897,114.8213721,20201012,"13:19:00","South-west","Fished","C.FH.12",43.5,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","BU1"
"2020-10_south-west_stereo-BRUVs","FH2","FH","MBH",-33.91868897,114.8913721,20201029,"12:43:00","South-west","Fished","C.FH.21",43.9,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH20","FH","MBH",-33.78618897,114.8738721,20201017,"11:40:00","South-west","Fished","C.FH.11",43.1,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FH21","FH","MBH",-33.79368897,114.8088721,20201012,"13:26:00","South-west","Fished","C.FH.12",45,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH23","FH","MBH",-33.94618897,114.8288721,20201013,"9:51:00","South-west","Fished","C.FH.22",44.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH24","FH","MBH",-33.66868897,114.8438721,20201012,"7:55:00","South-west","Fished","C.FH.1",47.6,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH25","FH","MBH",-33.87868897,114.8163721,20201013,"7:34:00","South-west","Fished","C.FH.16",45.4,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH26","FH","MBH",-33.81118897,114.8288721,20201012,"15:10:00","South-west","Fished","C.FH.13",44.1,"Daphne","Yes","check calibration","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","BU1"
"2020-10_south-west_stereo-BRUVs","FH27","FH","MBH",-33.83618897,114.8713721,20201012,"15:39:00","South-west","Fished","C.FH.14",42.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","BU1"
"2020-10_south-west_stereo-BRUVs","FH28","FH","MBH",-33.76368897,114.9338721,20201017,"9:24:00","South-west","Fished","C.FH.9",44.7,"Daphne","Yes","Yes",NA,NA,"RAW1",NA
"2020-10_south-west_stereo-BRUVs","FH30","FH","MBH",-33.75118897,114.8888721,20201017,"11:12:00","South-west","Fished","C.FH.8",46.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW1",NA
"2020-10_south-west_stereo-BRUVs","FH31","FH","MBH",-33.67368897,114.8238721,20201012,"8:27:00","South-west","Fished","C.FH.2",45.4,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","BU1"
"2020-10_south-west_stereo-BRUVs","FH32","FH","MBH",-33.69618897,114.9463721,20201017,"8:50:00","South-west","No-take","C.FH.5",42.9,"Daphne","Yes","No",NA,"Injidup Sanctuary Zone","RAW1","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH33","FH","MBH",-33.70868897,114.8263721,20201012,"10:54:00","South-west","Fished","C.FH.6",42.3,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH34","FH","MBH",-33.78618897,114.8838721,20201017,"11:51:00","South-west","Fished","C.FH.11",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FH35","FH","MBH",-33.88368897,114.9313721,20201029,"15:09:00","South-west","Fished","C.FH.17",45.2,"Rachel","Yes","Yes",NA,NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH37","FH","MBH",-33.71118897,114.8138721,20201012,"11:03:00","South-west","Fished","C.FH.6",44.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","BU5.5"
"2020-10_south-west_stereo-BRUVs","FH39","FH","MBH",-33.90368897,114.9313721,20201029,"14:44:00","South-west","Fished","C.FH.18",44.8,"Daphne","Yes","Yes",NA,NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","FH40","FH","MBH",-33.92368897,114.8888721,20201029,"12:40:00","South-west","Fished","C.FH.21",42.9,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH41","FH","MBH",-33.67118897,114.8388721,20201012,"8:01:00","South-west","Fished","C.FH.1",44.1,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH42","FH","MBH",-33.88118897,114.8113721,20201013,"7:38:00","South-west","Fished","C.FH.16",45.7,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH44","FH","MBH",-33.77118897,114.8638721,20201017,"11:28:00","South-west","Fished","C.FH.10",43.3,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FH45","FH","MBH",-33.69368897,114.7988721,20201012,"10:39:00","South-west","Fished","C.FH.4",47.6,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH46","FH","MBH",-33.76618897,114.9288721,20201017,"9:28:00","South-west","Fished","C.FH.9",44.9,"Daphne","Yes","Yes",NA,NA,"RAW1",NA
"2020-10_south-west_stereo-BRUVs","FH47","FH","MBH",-33.90618897,114.8488721,20201013,"8:09:00","South-west","Fished","C.FH.19",43.5,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH48","FH","MBH",-33.79618897,114.8138721,20201012,"13:23:00","South-west","Fished","C.FH.12",48.5,"Claude","Yes","reconvert R videos","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH49","FH","MBH",-33.92118897,114.9163721,20201029,"13:00:00","South-west","Fished","C.FH.20",43.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","FH5","FH","MBH",-33.69368897,114.9413721,20201017,"8:46:00","South-west","No-take","C.FH.5",44.5,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FH50","FH","MBH",-33.68118897,114.9313721,20201017,"6:51:00","South-west","No-take","C.FH.3",44.6,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1",NA
"2020-10_south-west_stereo-BRUVs","FH51","FH","MBH",-33.90618897,114.8538721,20201013,"8:06:00","South-west","Fished","C.FH.19",43,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH52","FH","MBH",-33.99118897,114.8888721,20201013,"12:36:00","South-west","Fished","C.FH.24",42.1,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH54","FH","MBH",-33.76618897,114.9388721,20201017,"9:20:00","South-west","Fished","C.FH.9",43.2,"Daphne","Yes","No",NA,NA,"RAW1","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH55","FH","MBH",-33.92368897,114.9088721,20201029,"12:52:00","South-west","Fished","C.FH.20",44.9,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH56","FH","MBH",-33.83118897,114.8663721,20201012,"15:31:00","South-west","Fished","C.FH.14",43.5,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH57","FH","MBH",-33.78868897,114.8113721,20201012,"13:12:00","South-west","Fished","C.FH.12",45.8,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH58","FH","MBH",-33.66368897,114.8413721,20201012,"7:47:00","South-west","Fished","C.FH.1",45.1,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH59","FH","MBH",-33.66868897,114.8188721,20201012,"8:32:00","South-west","Fished","C.FH.2",44.6,"Claude","Yes","reconvert R videos","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH6","FH","MBH",-33.70618897,114.8213721,20201012,"10:50:00","South-west","Fished","C.FH.6",46,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","BU1"
"2020-10_south-west_stereo-BRUVs","FH60","FH","MBH",-33.81618897,114.8213721,20201012,"15:14:00","South-west","Fished","C.FH.13",44.5,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH61","FH","MBH",-33.84118897,114.8638721,20201012,"15:43:00","South-west","Fished","C.FH.14",43.9,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH62","FH","MBH",-33.75618897,114.8813721,20201017,"11:17:00","South-west","Fished","C.FH.8",45.1,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW1",NA
"2020-10_south-west_stereo-BRUVs","FH63","FH","MBH",-33.67868897,114.8163721,20201012,"8:20:00","South-west","Fished","C.FH.2",46.3,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH64","FH","MBH",-33.70118897,114.9388721,20201017,"8:56:00","South-west","No-take","C.FH.5",44.2,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1",NA
"2020-10_south-west_stereo-BRUVs","FH65","FH","MBH",-33.71368897,114.8188721,20201012,"10:59:00","South-west","Fished","C.FH.6",45.7,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH66","FH","MBH",-33.90618897,114.9363721,20201029,"14:40:00","South-west","Fished","C.FH.18",41.8,"Daphne","Yes","Yes",NA,NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","FH67","FH","MBH",-33.88868897,114.9238721,20201029,"15:00:00","South-west","Fished","C.FH.17",46.1,"Rachel","Yes","Yes",NA,NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH68","FH","MBH",-33.95118897,114.8288721,20201013,"10:01:00","South-west","Fished","C.FH.22",44.5,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH69","FH","MBH",-33.69618897,114.8038721,20201012,"10:43:00","South-west","Fished","C.FH.4",46.9,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH7","FH","MBH",-33.78368897,114.8788721,20201017,"11:45:00","South-west","Fished","C.FH.11",45,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FH70","FH","MBH",-33.67368897,114.8463721,20201012,"8:07:00","South-west","Fished","C.FH.1",48.6,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH71","FH","MBH",-33.88368897,114.8188721,20201013,"7:30:00","South-west","Fished","C.FH.16",45.3,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH72","FH","MBH",-33.88868897,114.9288721,20201029,"15:06:00","South-west","Fished","C.FH.17",44.1,"Rachel","Yes","Yes",NA,NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH74","FH","MBH",-33.73118897,114.8063721,20201012,"12:47:00","South-west","Fished","C.FH.7",44.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH77","FH","MBH",-33.99618897,114.8763721,20201013,"12:42:00","South-west","Fished","C.FH.24",42,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH78","FH","MBH",-33.89118897,114.9163721,20201029,"14:56:00","South-west","Fished","C.FH.17",45.8,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH79","FH","MBH",-33.88618897,114.8088721,20201013,"7:43:00","South-west","Fished","C.FH.16",44.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH8","FH","MBH",-33.72368897,114.8013721,20201012,"12:34:00","South-west","Fished","C.FH.7",43.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH82","FH","MBH",-33.68618897,114.9238721,20201017,"6:46:00","South-west","No-take","C.FH.3",44.8,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1",NA
"2020-10_south-west_stereo-BRUVs","FH83","FH","MBH",-33.91118897,114.8463721,20201013,"8:13:00","South-west","Fished","C.FH.19",40.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH84","FH","MBH",-33.73368897,114.7988721,20201012,"12:50:00","South-west","Fished","C.FH.7",45.6,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH85","FH","MBH",-33.92618897,114.9138721,20201029,"12:55:00","South-west","Fished","C.FH.20",44.7,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","FH87","FH","MBH",-33.92868897,114.8938721,20201029,"12:36:00","South-west","Fished","C.FH.21",43.8,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH89","FH","MBH",-33.68618897,114.8013721,20201012,"10:34:00","South-west","Fished","C.FH.4",45.7,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH9","FH","MBH",-33.90118897,114.8513721,20201013,"7:58:00","South-west","Fished","C.FH.19",43.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH92","FH","MBH",-33.84368897,114.8713721,20201012,"15:47:00","South-west","Fished","C.FH.14",44.2,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FH93","FH","MBH",-33.77618897,114.8688721,20201017,"11:33:00","South-west","Fished","C.FH.10",43.3,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW1",NA
"2020-10_south-west_stereo-BRUVs","FH94","FH","MBH",-33.90868897,114.9413721,20201029,"14:36:00","South-west","Fished","C.FH.18",41.9,"Rachel","Yes","Yes",NA,NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","FH95","FH","MBH",-33.75868897,114.8913721,20201017,"11:07:00","South-west","Fished","C.FH.8",46.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FH96","FH","MBH",-33.81868897,114.8338721,20201012,"15:20:00","South-west","Fished","C.FH.13",44.9,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FH99","FH","MBH",-33.95368897,114.8363721,20201013,"10:04:00","South-west","Fished","C.FH.22",43.5,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FHA","FH","Legacy",-33.683135,114.937827,20201017,"6:55:00","South-west","No-take","C.FH.3",44.6,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FHB","FH","Legacy",-33.681655,114.957127,20201017,"7:02:00","South-west","No-take","C.FH.A",41.3,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FHC","FH","Legacy",-33.680718,114.965092,20201017,"7:07:00","South-west","No-take","C.FH.A",36.2,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1",NA
"2020-10_south-west_stereo-BRUVs","FHC01","FH","Legacy",-33.669869,114.809825,20201012,"8:38:00","South-west","Fished","C.FH.2",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FHC02","FH","Legacy",-33.72358,114.813293,20201012,"11:13:00","South-west","Fished","C.FH.6",42,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","FHC03","FH","Legacy",-33.948622,114.819555,20201013,"9:56:00","South-west","Fished","C.FH.22",44.5,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1/CON2"
"2020-10_south-west_stereo-BRUVs","FHD","FH","Legacy",-33.686897,114.958507,20201017,"7:12:00","South-west","No-take","C.FH.A",39.5,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","FHE","FH","Legacy",-33.687267,114.951172,20201017,"7:16:00","South-west","No-take","C.FH.A",42.3,"Daphne","Yes","Yes",NA,"Injidup Sanctuary Zone","RAW1","BU1"
"2020-10_south-west_stereo-BRUVs","IO1","IO","MBH",-34.07868897,114.7788721,20201015,"12:07:00","South-west","No-take","C.IO.43",64.6,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO100","IO","MBH",-34.07618897,114.9088721,20201029,"10:21:00","South-west","No-take","C.IO.39",43.6,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO101","IO","MBH",-34.07868897,114.8963721,20201029,"10:10:00","South-west","No-take","C.IO.39",43.5,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO102","IO","MBH",-34.07118897,114.9113721,20201029,"10:26:00","South-west","No-take","C.IO.2",45.2,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO105","IO","MBH",-34.06368897,114.6688721,20201023,"9:45:00","South-west","No-take","C.IO.30",139,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO107","IO","MBH",-34.06368897,114.6763721,20201023,"9:50:00","South-west","No-take","C.IO.30",137,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO108","IO","MBH",-34.05118897,114.6688721,20201023,"10:04:00","South-west","No-take","C.IO.30",138,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO109","IO","MBH",-34.05618897,114.6738721,20201023,"9:57:00","South-west","No-take","C.IO.30",138,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO110","IO","MBH",-34.14118897,114.7288721,20201022,"8:00:00","South-west","No-take","C.IO.68",128,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO113","IO","MBH",-34.05868897,114.7388721,20201023,"7:30:00","South-west","No-take","C.IO.31",111,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO115","IO","MBH",-34.05368897,114.7363721,20201023,"7:34:00","South-west","No-take","C.IO.31",112,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO117","IO","MBH",-34.06368897,114.7388721,20201023,"7:25:00","South-west","No-take","C.IO.31",115,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO119","IO","MBH",-34.07618897,114.9038721,20201029,"10:17:00","South-west","No-take","C.IO.39",43.8,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO122","IO","MBH",-34.11618897,114.8263721,20201015,"12:35:00","South-west","No-take","C.IO.59",57.4,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO123","IO","MBH",-34.10618897,114.8188721,20201015,"12:42:00","South-west","No-take","C.IO.59",49.1,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO125","IO","MBH",-34.10868897,114.8263721,20201015,"12:38:00","South-west","No-take","C.IO.59",55.8,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO126","IO","MBH",-34.11368897,114.8188721,20201015,"12:31:00","South-west","No-take","C.IO.59",58.2,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO130","IO","MBH",-33.98118897,114.8763721,20201013,"12:24:00","South-west","Fished","C.IO.37",41.1,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO132","IO","MBH",-33.99118897,114.8713721,20201013,"12:47:00","South-west","Fished","C.IO.37",42.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO133","IO","MBH",-33.99118897,114.8663721,20201013,"12:50:00","South-west","Fished","C.IO.37",40.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO134","IO","MBH",-33.98368897,114.8613721,20201013,"12:14:00","South-west","Fished","C.IO.37",41.2,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO145","IO","MBH",-33.98618897,114.8238721,20201013,"10:24:00","South-west","Fished","C.IO.22",45.5,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO146","IO","MBH",-33.97618897,114.8213721,20201013,"10:17:00","South-west","Fished","C.IO.33",45.7,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO147","IO","MBH",-33.98118897,114.8313721,20201013,"10:28:00","South-west","Fished","C.IO.33",44,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO148","IO","MBH",-34.01118897,114.5963721,20201123,"10:31","South-west","Fished","C.IO.46",140,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5.5",NA
"2020-10_south-west_stereo-BRUVs","IO15","IO","MBH",-34.06118897,114.8663721,20201016,"7:59:00","South-west","No-take","C.IO.35",40.8,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO152","IO","MBH",-33.98118897,114.8688721,20201013,"12:18:00","South-west","Fished","C.IO.37",41.2,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO153","IO","MBH",-34.04618897,114.8888721,20201016,"7:36:00","South-west","Fished","C.IO.65",42.6,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO155","IO","MBH",-34.04368897,114.8838721,20201016,"7:42:00","South-west","Fished","C.IO.65",41.9,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO157","IO","MBH",-33.97118897,114.8238721,20201013,"10:14:00","South-west","Fished","C.IO.33",45.6,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO158","IO","MBH",-33.98118897,114.8188721,20201013,"10:21:00","South-west","Fished","C.IO.33",44.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO16","IO","MBH",-34.07368897,114.8688721,20201016,"9:43:00","South-west","No-take","C.IO.35",41.4,"Daphne","Yes","No","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO164","IO","MBH",-34.03368897,114.9038721,20201016,"7:14:00","South-west","Fished","C.IO.62",44.1,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO165","IO","MBH",-34.04368897,114.8988721,20201016,"7:23:00","South-west","Fished","C.IO.62",42.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO17","IO","MBH",-34.06368897,114.8763721,20201016,"8:07:00","South-west","No-take","C.IO.35",41.1,"Daphne","Yes","No","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO180","IO","MBH",-33.99618897,114.7038721,20201123,"12:36","South-west","Fished","C.IO.41",122,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO184","IO","MBH",-34.04118897,114.9038721,20201016,"7:19:00","South-west","Fished","C.IO.62",45.9,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO189","IO","MBH",-33.98868897,114.6638721,20201023,"12:31:00","South-west","Fished","C.IO.40",139,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
